Date,Post Type,full_text,Video Thumbnail,Image,Like,Retweet,Reply
2024-01-26T14:45:07.000Z,image,"कप्तान देव खनालको महत्वपूर्ण५८  रन र आकाश चन्दले महत्त्वपूर्ण ५ विकेट लिएपछी   यू–१९ विश्वकपमा अफगानिस्तानलाई १ विकेटले हराउदै नेपालले जित निकाल्दै  सुपर सिक्समा पुगेकोमा सबैलाई बधाई 
यो मन त मेरो ......... 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵",,"https://pbs.twimg.com/media/GExrj-XXwAAJHC8?format=jpg&name=small,https://pbs.twimg.com/media/GExrkLRW4AAc8s-?format=jpg&name=medium",335,32,21
2024-01-26T02:36:02.000Z,text,"राष्ट्रियसभामा कोशीबाट रुक्मणी कोईरालाको जीतपछि गठबन्धनमा घातको रोईलो सुनियो।तोरीमा कोदो मिसाएपछि तेल हैन,पीना निस्कन्छ।गठबन्धनद्वारा क्रमशः हाईज्याक र संकुचीत पारिएको हिप्पोक्रेसीका विरुद्द  र मतदाताले गरेको वाईडर डेमेक्रेटिक अभ्यासको परिणाम हो।सजिलो छ,मायामा घात भए सम्बन्ध तोड।",,,213,29,25
2024-01-15T11:07:12.000Z,text,कस्ले ऊन्यो त्यो ठीक भनेर?,,,1,,2
2024-01-15T10:59:09.000Z,text,त्यस्तै त घेरै बनाउला!,,,,,
2024-01-15T10:40:11.000Z,text,गरेकै हो त्यो कस्ले ध्यान दिएन उतैका लाई सोध्नु त्यो चै ठेकेदारको पनिअध्येक्षको ठेक्का हो रे तयो कस्को हो?,,,1,,
2024-01-15T10:36:12.000Z,text,हाव हावा हावा,,,,,
2024-01-15T10:31:11.000Z,text,खै त्यै भने त्यहाकाले म कसो गरु त?मिस्टेक भए माफी मिनाहा बिना संकेच है!,,,,,
2024-01-15T10:28:52.000Z,text,आफै गन्नुस,,,1,,
2024-01-15T09:38:49.000Z,text,सरकारमा को छ?जवाफ त्यसले दिने हो।,,,12,3,2
2024-01-15T09:34:53.000Z,text,कोल्लाई मार्यो मैले? कुन कम्निस्ट? सतारुढ ?,,,,1,
2024-01-15T09:27:25.000Z,text,त्यै कम्निष्ट कांग्रेस किन लुटपुटिएर बाहिर निस्कनै नसको चै किन त ?राष्ट्रिय साभामा त सिंगल लड्न सकेन।विश्व-गगनको हुंकार कता हरायो त? मैले पनि सोधे है!,,,3,,1
2024-01-15T09:22:06.000Z,image,"तेह्रबर्ष अघि ठेक्का लागेको झापा रतुवामाईको यो पुल पनि बनेको बनेई,बनेको बनेई रहेछ अहिले सम्म,साथीहरु धुलिखेल खावा खण्ड तीनबर्षमै बनेन भन्छन।प्रचण्डले पाचखाल जादा आफ्नै चलकलाई सोधेछन यो बाटो यस्तो कसरी भो?अर्थमन्त्री मण्डन गएर नगरकोट हिगुवापाटी सडक म हेर्छु भन्थे हेरेको हेरेयै छन।",,https://pbs.twimg.com/media/GD34IeCWIAErqq7?format=jpg&name=medium,200,29,30
2024-01-15T06:33:21.000Z,text,दुई बर्षमा उक्रेनमा दशहजार सर्बसाधारण मारिंदा छ शय बालबलिका र त्यति नै जसो महिला।तर सय दिन मै प्यालेष्टाईनमा तेईस हजार सर्बसाधारण मरिंदा बाह्र हजार बालवालिका र छ हजार जति महिला मारिएछन।उक्रेन-बुचामा जेनोसाइड देख्ने आँखाहरुले गाजामा के देख्दै छन?भाष्य साधारण छ-संसार शक्तिले चल्छ।,,,259,43,26
2024-01-14T02:19:02.000Z,text,"फिर्ता लगे भई हाल्छ,अधिकारका लागि लड्ने हो सत्तसंग हात थाप्ने होईन।",,,8,2,
