Date,Post Type,full_text,Video Thumbnail,Image,Like,Retweet,Reply
2023-12-17T05:30:52.000Z,text,प्राचीनकालदेखि नै मिथिला क्षेत्रमा मनाइने विवाह पञ्चमी पर्वको अबसरमा हार्दिक शुभकामना ! यस् पर्वले सामाजिक एवं सांस्कृतिक ऐक्यबद्धता र सहिष्णुता अभिवृद्धि गर्न र राष्ट्रिय एकता सुदृढ पार्न सहयोग पुर्‍याउने छ भन्ने विश्वास ब्यक्त गर्दछु ।,,,67,8,3
2023-11-21T16:17:45.000Z,image,"नेकपा (एमाले) पोलिटब्युरो सदस्य, लुम्बिनी प्रदेश सभामा प्रमुख प्रतिपक्षी दलका नेता एवम् लुम्बिनी प्रदेशका निवर्तमान मुख्यमन्त्री कमरेड लिला गिरीकी ममतामयी आमा केशवकुमारी गिरीप्रति भावपूर्ण श्रद्धाञ्जली ! 

परिवारजन तथा आफन्तहरूमा समवेदना !

समाजका लागि सुयोग्य सन्तान छाडेर…",,https://pbs.twimg.com/media/F_eH07bXsAEiXvo?format=jpg&name=medium,32,5,6
2023-11-19T03:32:41.000Z,image,नेकपा (एमाले) केन्द्रीय सल्लाहकार परिषद सदस्य कमरेड रामचन्द्र आचार्यकी जीवन संगिनी सितादेवि आचार्यको निधनले गहिरो पिडाबोध भएको छ । दिवंगत सितादेवी आचार्यप्रति भावपूर्ण श्रद्धाञ्जली अर्पण गर्दछु । कमरेड रामचन्द्र आचार्य र शोकसन्तप्त परिवारजनमा गहिरो समवेदना प्रकट गर्दछु ।,,https://pbs.twimg.com/media/F_RFidjXAAAH65_?format=jpg&name=medium,18,1,4
2023-11-19T02:32:07.000Z,text,"छठ पर्व- २०८० का अवसरमा स्वदेश तथा विदेशमा रहनुभएका सम्पूर्ण नेपालीहरूको सुख, शान्ति र समृद्धिका लागि हार्दिक शुभकामना व्यक्त गर्दछु ।यस् पर्वले धार्मिक, सांस्कृतिक तथा सामाजिक सद्भाव, सहिष्णुता र राष्ट्रिय एकता सुदृढ पार्न सहयोग पुर्‍याउने विश्वास ब्यक्त गर्दछु  ।",,,30,4,6
2023-11-18T07:55:52.000Z,image,"नेकपा (एमाले)का  केन्द्रीय  सदस्य कमरेड कोमल ओलीकी ममतामयी आमा दीपा ओलीको ८२ बर्षको उमेरमा निधन भएको खबरले गहिरो पिडावोध भएको छ । 

आमा दीपा  ओलीप्रति भावपूर्ण श्रध्दाञ्जली अर्पण गर्दछु । शोकसन्तप्त परिवारजन तथा आफन्तहरूमा समवेदना व्यक्त गर्दछु ।",,https://pbs.twimg.com/media/F_M4L5sWIAAZX3G?format=jpg&name=medium,57,4,16
2023-11-15T01:52:13.000Z,text,स्वदेश तथा विदेशमा रहनु भएका सम्पूर्ण नेपालीहरूमा २०८० सालको तिहारको उपलक्ष्यमा हार्दिक शुभकामना !!,,,57,5,2
2023-11-14T03:43:02.000Z,text,"नेपालको मौलिक संवत्, नेपाल संवतको नयाँ वर्ष ११४४ शुभारम्भको सुखद् उपलक्ष्यमा स्वदेश तथा विदेशमा रहनुभएका सम्पूर्ण नेपालीहरूमा हार्दिक शुभकामना व्यक्त गर्दछु ।न्हूदँया भिन्तुना !",,,25,5,3
2023-11-06T12:14:32.000Z,image,"बिक्रम सम्वत् २०२० को दशकबाट राजनीतिमा सक्रिय रहँदै आउनुभएका र नेपाली कम्युनिस्ट आन्दोलन मार्फत जनता एवम् राष्ट्रको पक्षमा महत्वपूर्ण योगदान गर्नुभएका अग्रज नेता, नेकपा (एमाले)का केन्द्रीय सल्लाहकार परिषदका सदस्य कमरेड रामचन्द्र चापागाईको निधनबाट गहिरो पिडाबोध भएको छ । दिवंगत…",,https://pbs.twimg.com/media/F-QAURHWwAAL1Ni?format=jpg&name=small,29,5,4
2023-11-04T02:12:15.000Z,text,"हिजो राती ११ बजेर ४७ मिनट जाँदा जाजरकोट जिल्लाको बारेकोट गाउँपालिकालाई केन्द्रविन्दु बनाएर गएको ६.४ मेग्निच्यूटको भूकम्पमा परी ठूलो संख्यामा मानवीय र भौतिक क्षति भएको खबरले गहिरो पिडाबोध भएको छ । दुखको यस घडिमा दिवंगतहरूप्रति श्रध्दाञ्जली, परिवारजनमा समवेदना र घाईतेहरूको…",,,47,7,2
2023-11-03T09:26:14.000Z,image,"नेपाली क्रिकेट टिमले पछिल्ला दिनहरुमा जारी राखेको प्रदर्शनबाट सम्पूर्ण नेपाली गौरवान्वित भएका छौं ।
आईसीसी टि–२० विश्वकप एसिया क्षेत्र फाइनल छनोटको सेमिफाइनल खेलमा युनाईटेड अरब इमिरेट्स (युएई) लाई ८ विकेटले हराउँदै सन् २०२४ मा अमेरिका र वेस्ट इन्डिजमा हुने आईसिसी मेन्स टी–२०…",,https://pbs.twimg.com/media/F9_6-a4agAEu7xk?format=jpg&name=medium,93,10,7
