tweet_id,username,name,first_name,last_name,full_text,view_count,bookmark_count,favorite_count,reply_count,retweet_count,quote_count,bookmarked,favorited,retweeted,user_mentions,url_mentions,is_quote_status,lang,bio,website,websites,followers_count,following_count,media_count,statuses_count,favourites_count,listed_count,fast_followers_count,normal_followers_count,can_dm,can_media_tag,profile_banner_url,profile_url,avatar_url,verified,is_blue_verified,user_created_at,created_at
1.7538e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,"रास्वपाको ‘राष्ट्रव्यापी दबाब अभियान’ (माघ २१–चैत २१) 
पहिलो चरण-माघ २१ गते (आइतबार )
स्थानः मेलम्ची खानेपानी अफिस बाहिरको चौर (मेलम्ची बजार, सिन्धुपाल्चोक)
समयः बिहान १० बजे https://t.co/Vs6XVgExpy",3197,0,96,3,17,1,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","2/3/2024, 9:20:39 PM"
1.75105e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,आज भारतको नयाँदिल्ली र भोलि हैदराबादमा रहनुहुने नेपालीसमुदाय संग छलफलमा रहनेछौ । https://t.co/zDu4MEedoR,3401,0,71,3,9,1,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","1/27/2024, 7:14:09 AM"
1.7422e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,https://t.co/EW2pxB0mFG,489,0,15,0,1,0,False,False,False,"""""","""""",False,zxx,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","1/2/2024, 8:46:30 PM"
1.74112e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,"सरकार– विकृति–विसंगतिको पहाड बनाउँछ। अनि, सफा गर्न कुच्चो समाए झैं गर्छ। कुच्चोले पहाड के सफा हुन्थ्यो! भो पुग्यो अब पहाड सफा गर्न कुच्चो समाउने सरकार। 
सरकार– सुशासन र समृद्धिका चर्का भाषण गर्छ। 
जे गर्दा पनि स्वीकार्नु दासता हो।‘जवाफ चाहियो सरकार!’
#जवाफचाहियोसरकार https://t.co/Fl3XtGW4Y8",2072,0,77,2,12,1,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","12/30/2023, 9:15:30 PM"
1.74021e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,आज चितवन र भोलि धादिङ मा हार्दिक निमन्त्रणा https://t.co/MvtgmbtbWM,871,0,41,1,5,0,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","12/28/2023, 8:42:58 AM"
1.73846e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,कास्कीको माछापुच्छ्रे गाउँपालिका भेला। जय घण्टी। https://t.co/ZaKhkcWBzs,568,0,36,1,2,0,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","12/23/2023, 12:54:48 PM"
1.7382e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,म पनि भोलिको यो कार्यक्रम मा उपस्थित हुदैछु।सबैलाई हार्दिक स्वागत ।। https://t.co/iBLvdpncMv,2102,0,65,1,4,1,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","12/22/2023, 7:59:11 PM"
1.73818e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,काठमाडौ जिल्लामा भोलिको कार्यक्रम ।। https://t.co/YoyE7vUzFI,383,0,22,0,2,0,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","12/22/2023, 6:31:23 PM"
1.7381e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,"नेत्रावती डबजोङ गाउँपालिका धादिङको प्रथम भेलामा प्रमुख वक्ताका रूपमा उपस्थिति जनाउँदै पार्टीका उपसभापति एवं माननीय डीपी अर्याल । भेलामा पार्टी केन्द्रीय सदस्य एवं माननीय सोबिता गौतम, पार्टीका सहप्रवक्ता रमेश प्रसाईंलगायतको उपस्थिति थियो । https://t.co/HcvFkaUpe8",775,0,38,3,5,0,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","12/22/2023, 1:15:53 PM"
1.73706e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,पुस ६ गतेका लागि हार्दिक निमन्त्रणा। https://t.co/rjlj1DrvhJ,618,0,33,1,2,0,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","12/19/2023, 4:32:21 PM"
1.73589e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,काठमाडौ क्षेत्र न ९ मा आउदैछौ ... https://t.co/uil6dbWFmA,446,0,31,0,4,0,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","12/16/2023, 10:51:07 AM"
1.73514e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,"त्रिभुवन विमानस्थलको ग्राउण्ड ह्याण्डलिङबारे नेपाल नागरिक उड्डयन प्राधिकरणले गरेको निर्णय, युरोपियन युनियनको 'एयर सेफ्टी लिस्ट'मा नेपालको निरन्तरता र नेपाल एयरलाइन्सका लागि नयाँ विमान किन्ने प्रक्रियाबारे प्रधानमन्त्री पुष्पकमल दाहाललाई ध्यानाकर्षण गराएका छौँ। https://t.co/ZY3PtBNQDG",1481,0,36,0,4,0,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","12/14/2023, 9:34:24 AM"
1.73497e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,काठमाडौ क्षेत्र न ९ मा सबैलाई निमन्त्रणा । https://t.co/ugnDw2x28e,578,0,24,0,6,0,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","12/13/2023, 9:40:16 PM"
1.73237e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,मनोनीत केन्द्रीय सदस्य एवं पदाधिकारीहरूको शपथ ग्रहण कार्यक्रम । सम्पूर्णलाई बधाई एवं सफल कार्यकालको शुभकामना। https://t.co/DPjOqWSTJo,680,0,29,0,3,0,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","12/6/2023, 5:55:09 PM"
1.73228e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,"लमजुङ, बेशिसहर मा छोटो तर अर्थपूर्ण छलफल भयो । https://t.co/qOOl9wIKta",362,0,17,0,0,0,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","12/6/2023, 11:57:26 AM"
1.73192e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,"रास्वपाको विदेश गतिविधिबारे नयाँ पत्रिकामा राखिएको धारणाा।
https://t.co/Ds0t4WbwbG https://t.co/GuUS2hTfmA",1098,1,35,0,4,0,False,False,False,"""""",https://www.nayapatrikadaily.com/news-details/129626/2023-12-05,False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","12/5/2023, 11:44:34 AM"
1.73092e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,पार्टी सभापतिज्यु लगायत केन्द्रीय नेताहरु बिदेशमा रहनुहुने शुभचिन्तक लगायत नेपाली समुदाय लाई धन्यवाद सहित उहाँहरसंग सुझाब लिने क्रममा आज मलेसिया प्रस्थान गर्दैहुनुहुन्छ । सबैलाई निमन्त्रणा ।।। https://t.co/SJbUqRXrHs,4621,0,47,7,4,1,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","12/2/2023, 5:55:15 PM"
1.73056e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,बीबीसी न्यूज नेपालीका विष्णु पोखरेलसँग गरिएको कुराकानी।,1484,1,24,3,1,1,False,False,False,"""""","""""",True,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","12/1/2023, 5:50:18 PM"
1.73046e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,महोत्तरीको जलेश्वर मन्दिरमा मंसिर १३ गते भएको कार्यक्रमलाई सम्बोधन गर्दै। https://t.co/UNvcjqiJb4,21381,1,70,4,4,2,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","12/1/2023, 11:23:25 AM"
1.73026e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,जलेश्वर महादेव को प्राङ्गणमा ... https://t.co/xAy8C02LJw,752,1,19,3,2,0,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","11/30/2023, 10:07:24 PM"
1.72907e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,रास्वपाकाे केन्द्रीय समिति र संसदीय दलकाे संयुक्त बैठक महाेत्तरीकाे जलेश्वरमा  सुरु भएको छ। बैठक बुधबार सम्पन्न हुनेछ। https://t.co/UCgNrhbswQ,858,0,39,3,7,0,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","11/27/2023, 3:01:37 PM"
1.72902e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,गुरु नानक जयन्तीको शुभकामना https://t.co/OJNhHv0yiM,290,0,12,0,0,0,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","11/27/2023, 12:12:16 PM"
1.72807e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,अब मधेशमा पनि बज्नेछ घण्टी। पहिलो दिन पर्सा र बारामा सफलतापूर्वक कार्यक्रम सम्पन्न भएको छ।  कार्यक्रम सफल पार्न सहयोग गर्नु हुने सबैमा हार्दिक आभार। भोलि हामी रौतहटमा हुनेछौं। रौतहटवासी सम्पूर्णलाई हार्दिक आमन्त्रण। https://t.co/o0S02g25Oo,534,0,27,0,3,0,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","11/24/2023, 8:51:34 PM"
1.72761e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,भोलिबाट मधेस प्रदेश का ८ जिल्लामा हामी आउदैछौ ।। https://t.co/fzj8G9Wwfu,479,0,20,2,2,0,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","11/23/2023, 2:50:01 PM"
1.72761e+18,dolprasadaryal,Dol Prasad Aryal,Dol Prasad,ARYAL,हार्दिक निमन्त्रणा। https://t.co/1C0FM6x2Rn,525,0,20,0,3,0,False,False,False,"""""","""""",False,ne,"Minister, Ministry of Labour, Employment and Social Security; Vice President of National Independent Party",https://dparyal.com.np,https://dparyal.com.np,3111,74,140,177,17,3,0,3111,False,True,https://pbs.twimg.com/profile_banners/1566851965757571072/1662402343,https://www.twitter.com/dolprasadaryal,https://pbs.twimg.com/profile_images/1566852370612776960/v0wv1Tha_normal.jpg,False,False,"9/5/2022, 11:58:34 PM","11/23/2023, 2:18:36 PM"
