"Date","Post Type","Content","Video Thumbnail","Image","Like","Retweet","Reply"
"2024-04-17T06:34:45.000Z","image","हिन्दु धर्मावलम्बीहरूको रामनवमी पर्वको अवसरमा हार्दिक मंगलमय शुभकामना🙏","","https://pbs.twimg.com/media/GLWNsn_WQAAMuax?format=jpg&name=medium","","",""
"2024-04-16T15:10:47.000Z","image","जनमत पार्टीका राष्ट्रिय अध्यक्ष माननीय डा. सी.के राउत ज्यु निवासमा पुगि र पार्टीका राष्ट्रिय वरिष्ठ उपाध्यक्ष माननीय अब्दुल खान ज्युको सुस्वास्थ्य अवस्था बुझ्नु भयाे र शीघ्र स्वास्थ्य लाभको कामना गर्नुको साथ समसामयिक राजनीति बारे विशेष छलफल पनि गरियाे।","","https://pbs.twimg.com/media/GLS6OABWgAArmUU?format=jpg&name=900x900,https://pbs.twimg.com/media/GLS6OBrWIAAq_u_?format=jpg&name=small,https://pbs.twimg.com/media/GLS6OCxWwAALuuZ?format=jpg&name=small","","",""
"2024-04-13T02:09:58.000Z","image","नयाँ वर्षको अवसरमा हार्दिक मंगलमय शुभकामना।
#NewYear2081 #nepal #kathmandu","","https://pbs.twimg.com/media/GLAqu_YWAAAy2M4?format=jpg&name=medium","","",""
"2024-04-12T01:40:29.000Z","image","प्रत्यक्ष (निवासमा भेटघाट गरी) र अप्रत्यक्ष (फोन मार्फत)रूपमा शीघ्र स्वास्थ्य लाभको कामना गर्नु भएका पुर्व बाँके जिल्ला इन्चार्ज, जनमत पार्टी श्री तेज नारायण कँडेल ज्यु, श्री इन्द्रजीत साफी ज्यु/श्री कौशल आचार्य ज्यु लगायत अन्य साथीहरुलाई धेरै धेरै धन्यवाद व्यक्त गर्न चाहन्छु।","","https://pbs.twimg.com/media/GK7aZP5WIAAfhS0?format=jpg&name=medium","","",""
"2024-04-11T15:44:12.000Z","image","प्रत्यक्ष (निवासमा भेटघाट गरी) र अप्रत्यक्ष (फोन मार्फत)रूपमा शीघ्र स्वास्थ्य लाभको कामना गर्नु भएका प्रभावशाली नेत्री लगायत वरिष्ठ नेता तथा साथीहरुलाई धेरै धेरै धन्यवाद व्यक्त गर्न चाहन्छु।
- माननीय अब्दुल खान (राष्ट्रिय वरिष्ठ उपाध्यक्ष,जनमत पार्टी)","","https://pbs.twimg.com/media/GK5R6y0W8AAnF3F?format=jpg&name=medium","","",""
"2024-04-11T09:09:25.000Z","image","निवासमा आई भेटघाट गरी शीघ्र स्वास्थ्य लाभको कामना गर्नु भएकामा उद्योग तथा वाणिज्य र श्रम उपभोक्ता समितिका उपसचिव श्री प्रदीप कुमार नेपाल ज्यु, EPC कम्पनीका संचालक श्री सन्दिप कुमार कण्ठ ज्यु लगायत श्री ई. सुरज कुमार साह ज्युलाई धेरै धेरै धन्यवाद!!","","https://pbs.twimg.com/media/GK33jijW0AE5Vio?format=jpg&name=small,https://pbs.twimg.com/media/GK33jgdWsAACfwK?format=jpg&name=small,https://pbs.twimg.com/media/GK33jmEWkAArDFI?format=jpg&name=small,https://pbs.twimg.com/media/GK33jq8X0AAezJr?format=jpg&name=small","","",""
"2024-04-04T00:21:24.000Z","image","जनमत पार्टीका राष्ट्रिय अध्यक्ष माननीय डा.सिके राउत ज्युलाई #जापानको नारिता विमानस्थलमा भव्यताका साथ स्वागत् गरियो।

जापानमा रहनु भएका जमील अहमद खान लगायत स्वागत् गर्न आउनु भएका सम्पूर्ण स्वराजी साथीहरुलाई धेरै धेरै धन्यवाद!!

#Japan #welcome #DrCkraut","","https://pbs.twimg.com/media/GKR7kizX0AA01JE?format=jpg&name=small,https://pbs.twimg.com/media/GKR7kCiXgAAs8K6?format=jpg&name=small,https://pbs.twimg.com/media/GKR7kuUWwAAg9-9?format=jpg&name=small,https://pbs.twimg.com/media/GKR7kAqXYAAQ9zf?format=jpg&name=small","","",""
"2024-04-02T16:21:53.000Z","image","#शुभ_यात्रा 
जनमत पार्टीका राष्ट्रिय अध्यक्ष माननीय डा. सिके राउत ज्यु 
आज चैत्र २० गते (अप्रिल २) मंगलबारका दिन राती ११:१५ बजेको उडानबाट #जापान जाँदै।
शुभ यात्रा अध्यक्ष ज्यु 
 नोट:नारिता विमानस्थलमा ओर्लिने समय अप्रिल ३ बुधबार दिउँसो २:३० बजे। 
#happyjourney #drckraut","","https://pbs.twimg.com/media/GKLEKYRbcAAOIeI?format=jpg&name=small,https://pbs.twimg.com/media/GKLEKwWb0AAcGcB?format=jpg&name=small,https://pbs.twimg.com/media/GKLEPGiaEAAo-MY?format=jpg&name=small,https://pbs.twimg.com/media/GKLEM-XbQAA2FnT?format=jpg&name=small","","",""
"2024-03-31T15:05:50.000Z","image","हम भी दरिया हैं हमें अपना हुनर मालूम है, जिस तरफ भी चल पड़ेंगे रास्ता हो जाएगा......!!
आपका जज्बा अगर मजबूत हो तो फिर आप जहां भी जाएंगे रास्ता बनता जाएगा....!!","","https://pbs.twimg.com/media/GKAfosSaAAI4hbP?format=jpg&name=medium","1","",""
"2024-03-21T11:27:19.000Z","text","","","","1","",""
"2024-03-21T11:26:26.000Z","text","","","","1","",""
"2024-03-17T03:22:19.000Z","text","","","","1","",""
"2024-03-16T07:35:27.000Z","image","मिति २०८० चैत्र ३ गते जनमत पार्टीको केन्द्रीय समिति बैठक, पर्सा जिल्लाकाे वीरगंजमा सुरू भएको छ।
स्थान: क्लासिक व्याङक्विट, वीरगन्ज, पर्सा
आयोजक: जनमत पार्टी केन्द्रीय सचिवालय 
#janmatparty #DrCkraut  #Abdulkhan #वीरगन्ज","","https://pbs.twimg.com/media/GIxos4IaMAAE4FV?format=jpg&name=medium,https://pbs.twimg.com/media/GIxot6Yb0AAHiZA?format=jpg&name=small,https://pbs.twimg.com/media/GIxotKQbQAEGXhc?format=jpg&name=small","1","",""
"2024-03-13T04:58:43.000Z","image","धन्यवाद 🙏 #सभापति_ज्यु 
उद्योग तथा वाणिज्य र श्रम उपभोक्ता हित समितिका सभापति माननीय #अब्दुल_खान ज्यु द्वारा जिल्ला बाँकेको नेपालगञ्ज स्थित #अम्बे स्टिल कम्पनीमा छड्के अनुगमनले गर्दा आज हजारौं मजदुरहरु खुशी भएको छन अनावश्यक एक टनमा रु २५ को दरले कटौती गर्ने काम बन्द भएको छ।","","https://pbs.twimg.com/media/GIhoCmIbsAABbpZ?format=jpg&name=small,https://pbs.twimg.com/media/GIhoErVbwAA63nb?format=jpg&name=small,https://pbs.twimg.com/media/GIhoCo4a4AAfc5K?format=jpg&name=small,https://pbs.twimg.com/media/GIhoCoMb0AA14WH?format=jpg&name=small","2","",""
"2024-03-13T04:56:34.000Z","image","धन्यवाद सम्माननीय प्रधानमन्त्री ज्युरमजान रोजा पर्वको अवसरमा सम्माननीय प्रधानमन्त्री पुष्पकमल दाहाल 'प्रचण्ड' ले दिनुभएको शुभकामना सन्देश।","","https://pbs.twimg.com/media/GIhZC_PW8AAka03?format=jpg&name=medium","2","",""
"2024-03-11T02:44:34.000Z","image","Ramadan Mubarak
#Ramadan2024 #Ramadan #Nepal #India","","https://pbs.twimg.com/media/GIW2L0jWcAAuRDv?format=jpg&name=medium","1","",""
"2024-03-10T13:53:38.000Z","image","आज मिति २०८०/११/२७ गतेको दिन 
जनमत पार्टीको केन्द्रिय कर्यकारिणी सदस्य श्रीमती मनोहरी देवीको छोरीको शुभ विवाहमा उपस्थित भइयो र सर्लाही जिल्लाको विभिन्न स्थानमा नेता तथा कार्यकरताहरुसंग भेटघाट गरियो।
-माननीय अब्दुल खांन ( राष्ट्रिय वरिष्ठ उपाध्यक्ष,जनमत पार्टी)
#abdulkhan #सर्लाही","","https://pbs.twimg.com/media/GIUFu2FakAEbL0g?format=jpg&name=small,https://pbs.twimg.com/media/GIUFvD0asAAVnGW?format=jpg&name=small,https://pbs.twimg.com/media/GIUFuwXbUAAknCN?format=jpg&name=small,https://pbs.twimg.com/media/GIUFtLnbMAAWxbN?format=jpg&name=small","1","",""
"2024-03-08T01:40:09.000Z","image","हिन्दू धर्मावलम्बीहरूको महान पर्व महा शिवरात्रीको हार्दिक मंगलमय शुभकामना॥
#महाशिवरात्रि #Nepal","","https://pbs.twimg.com/media/GIHKrUWWAAAQNpz?format=jpg&name=medium","3","",""
"2024-03-07T12:38:19.000Z","image","आज मिति २०८०/११/२४ गतेको दिन 
"बजारमा बढदै गएको सिन्डिकेट प्रणाली र आम उपभोक्तामा परेको प्रभाव" विषयक कार्यक्रममा उद्योग तथा वाणिज्य र श्रम उपभोक्ता हित समितिका सभापति माननीय अब्दुल खान ज्युको प्रमुख अतिथिमा सु-सम्पन्न भयो।
आयोजक: तराई विकास तथा सञ्चार केन्द्र नेपाल,काठमाडौं","","https://pbs.twimg.com/media/GIEXmpkaMAAUgJk?format=jpg&name=small,https://pbs.twimg.com/media/GIEXuiNbsAAbiN3?format=jpg&name=small,https://pbs.twimg.com/media/GIEXn3KasAA6VVG?format=jpg&name=small,https://pbs.twimg.com/media/GIEXrznaAAEaWm8?format=jpg&name=small","1","",""
"2024-02-15T00:46:13.000Z","image","शुभ प्रभात 🙏!!
#abdulkhan #goodmorning #Nepal","","https://pbs.twimg.com/media/GGVrWbxa4AA03ez?format=jpg&name=medium","","",""
"2024-02-14T03:15:40.000Z","image","हार्दीक मंगलमय शुभकामना।
#Abdulkhan #sarswatipooja #nepal","","https://pbs.twimg.com/media/GGRD-IbWoAA8A8y?format=jpg&name=medium","","",""
